window_id,chrom,start,end,split,region_id,label_name,sample_id,condition,replicate,structure_id
WT_rep1__pos_2922180_24000,NC_000913.3,2922180,2946180,train,97,CHIN,WT_rep1,WT,1,CHIN_163
WT_rep1__pos_2975170_24000,NC_000913.3,2975170,2999170,train,98,CHIN,WT_rep1,WT,1,CHIN_164
WT_rep1__pos_2976580_24000,NC_000913.3,2976580,3000580,train,99,CHIN,WT_rep1,WT,1,CHIN_165
WT_rep1__pos_2979880_24000,NC_000913.3,2979880,3003880,train,100,CHIN,WT_rep1,WT,1,CHIN_166
WT_rep1__pos_2983020_24000,NC_000913.3,2983020,3007020,train,101,CHIN,WT_rep1,WT,1,CHIN_167
WT_rep1__pos_2985100_24000,NC_000913.3,2985100,3009100,train,102,CHIN,WT_rep1,WT,1,CHIN_168
WT_rep1__pos_3042480_24000,NC_000913.3,3042480,3066480,train,103,CHIN,WT_rep1,WT,1,CHIN_169
WT_rep1__pos_3066170_24000,NC_000913.3,3066170,3090170,train,105,CHIN,WT_rep1,WT,1,CHIN_170
WT_rep1__pos_3174720_24000,NC_000913.3,3174720,3198720,train,106,CHIN,WT_rep1,WT,1,CHIN_171
WT_rep1__pos_3176270_24000,NC_000913.3,3176270,3200270,train,107,CHIN,WT_rep1,WT,1,CHIN_172
WT_rep1__pos_3177500_24000,NC_000913.3,3177500,3201500,train,108,CHIN,WT_rep1,WT,1,CHIN_173
WT_rep1__pos_3178360_24000,NC_000913.3,3178360,3202360,train,109,CHIN,WT_rep1,WT,1,CHIN_174
WT_rep1__pos_3179090_24000,NC_000913.3,3179090,3203090,train,110,CHIN,WT_rep1,WT,1,CHIN_175
WT_rep1__pos_3179820_24000,NC_000913.3,3179820,3203820,train,111,CHIN,WT_rep1,WT,1,CHIN_176
WT_rep1__pos_3194110_24000,NC_000913.3,3194110,3218110,train,112,CHIN,WT_rep1,WT,1,CHIN_177
WT_rep1__pos_3214940_24000,NC_000913.3,3214940,3238940,train,113,CHIN,WT_rep1,WT,1,CHIN_178
WT_rep1__pos_3250950_24000,NC_000913.3,3250950,3274950,train,114,CHIN,WT_rep1,WT,1,CHIN_179
WT_rep1__pos_3253690_24000,NC_000913.3,3253690,3277690,train,116,CHIN,WT_rep1,WT,1,CHIN_180
WT_rep1__pos_3256770_24000,NC_000913.3,3256770,3280770,train,117,CHIN,WT_rep1,WT,1,CHIN_181
WT_rep1__pos_3275930_24000,NC_000913.3,3275930,3299930,train,118,CHIN,WT_rep1,WT,1,CHIN_182
WT_rep1__pos_3309420_24000,NC_000913.3,3309420,3333420,train,119,CHIN,WT_rep1,WT,1,CHIN_183
WT_rep1__pos_3318530_24000,NC_000913.3,3318530,3342530,train,120,CHIN,WT_rep1,WT,1,CHIN_184
WT_rep1__pos_3349650_24000,NC_000913.3,3349650,3373650,train,121,CHIN,WT_rep1,WT,1,CHIN_185
WT_rep1__pos_3401370_24000,NC_000913.3,3401370,3425370,val,122,CHIN,WT_rep1,WT,1,CHIN_186
WT_rep1__pos_3570560_24000,NC_000913.3,3570560,3594560,train,123,CHIN,WT_rep1,WT,1,CHIN_187
WT_rep1__pos_3571870_24000,NC_000913.3,3571870,3595870,train,124,CHIN,WT_rep1,WT,1,CHIN_188
WT_rep1__pos_3620650_24000,NC_000913.3,3620650,3644650,train,125,CHIN,WT_rep1,WT,1,CHIN_189
WT_rep1__pos_3621070_24000,NC_000913.3,3621070,3645070,train,127,CHIN,WT_rep1,WT,1,CHIN_190
WT_rep1__pos_3621850_24000,NC_000913.3,3621850,3645850,train,128,CHIN,WT_rep1,WT,1,CHIN_191
WT_rep1__pos_3623140_24000,NC_000913.3,3623140,3647140,train,129,CHIN,WT_rep1,WT,1,CHIN_192
WT_rep1__pos_3640560_24000,NC_000913.3,3640560,3664560,train,130,CHIN,WT_rep1,WT,1,CHIN_193
WT_rep1__pos_3642320_24000,NC_000913.3,3642320,3666320,train,131,CHIN,WT_rep1,WT,1,CHIN_194
WT_rep1__pos_3644860_24000,NC_000913.3,3644860,3668860,train,132,CHIN,WT_rep1,WT,1,CHIN_195
WT_rep1__pos_3645730_24000,NC_000913.3,3645730,3669730,train,133,CHIN,WT_rep1,WT,1,CHIN_196
WT_rep1__pos_3653150_24000,NC_000913.3,3653150,3677150,train,134,CHIN,WT_rep1,WT,1,CHIN_197
WT_rep1__pos_3662500_24000,NC_000913.3,3662500,3686500,train,135,CHIN,WT_rep1,WT,1,CHIN_198
WT_rep1__pos_3709190_24000,NC_000913.3,3709190,3733190,train,136,CHIN,WT_rep1,WT,1,CHIN_199
WT_rep1__pos_3720070_24000,NC_000913.3,3720070,3744070,train,139,CHIN,WT_rep1,WT,1,CHIN_200
WT_rep1__pos_3733150_24000,NC_000913.3,3733150,3757150,train,140,CHIN,WT_rep1,WT,1,CHIN_201
WT_rep1__pos_3755270_24000,NC_000913.3,3755270,3779270,train,141,CHIN,WT_rep1,WT,1,CHIN_202
WT_rep1__pos_3756770_24000,NC_000913.3,3756770,3780770,train,142,CHIN,WT_rep1,WT,1,CHIN_203
WT_rep1__pos_3777700_24000,NC_000913.3,3777700,3801700,train,143,CHIN,WT_rep1,WT,1,CHIN_204
WT_rep1__pos_3786040_24000,NC_000913.3,3786040,3810040,train,144,CHIN,WT_rep1,WT,1,CHIN_205
WT_rep1__pos_3786440_24000,NC_000913.3,3786440,3810440,train,145,CHIN,WT_rep1,WT,1,CHIN_206
WT_rep1__pos_3787040_24000,NC_000913.3,3787040,3811040,train,146,CHIN,WT_rep1,WT,1,CHIN_207
WT_rep1__pos_3787880_24000,NC_000913.3,3787880,3811880,train,147,CHIN,WT_rep1,WT,1,CHIN_208
WT_rep1__pos_3788410_24000,NC_000913.3,3788410,3812410,train,148,CHIN,WT_rep1,WT,1,CHIN_209
WT_rep1__pos_3789660_24000,NC_000913.3,3789660,3813660,train,150,CHIN,WT_rep1,WT,1,CHIN_210
WT_rep1__pos_3790270_24000,NC_000913.3,3790270,3814270,train,151,CHIN,WT_rep1,WT,1,CHIN_211
WT_rep1__pos_3790530_24000,NC_000913.3,3790530,3814530,train,152,CHIN,WT_rep1,WT,1,CHIN_212
WT_rep1__pos_3791260_24000,NC_000913.3,3791260,3815260,train,153,CHIN,WT_rep1,WT,1,CHIN_213
WT_rep1__pos_3793550_24000,NC_000913.3,3793550,3817550,train,154,CHIN,WT_rep1,WT,1,CHIN_214
WT_rep1__pos_3793970_24000,NC_000913.3,3793970,3817970,train,155,CHIN,WT_rep1,WT,1,CHIN_215
WT_rep1__pos_3825400_24000,NC_000913.3,3825400,3849400,test,156,CHIN,WT_rep1,WT,1,CHIN_216
WT_rep1__pos_3831540_24000,NC_000913.3,3831540,3855540,test,157,CHIN,WT_rep1,WT,1,CHIN_217
WT_rep1__pos_3863460_24000,NC_000913.3,3863460,3887460,test,158,CHIN,WT_rep1,WT,1,CHIN_218
WT_rep1__pos_3889680_24000,NC_000913.3,3889680,3913680,val,159,CHIN,WT_rep1,WT,1,CHIN_219
WT_rep1__pos_3894250_24000,NC_000913.3,3894250,3918250,val,161,CHIN,WT_rep1,WT,1,CHIN_220
WT_rep1__pos_4051500_24000,NC_000913.3,4051500,4075500,test,162,CHIN,WT_rep1,WT,1,CHIN_221
WT_rep1__pos_4052210_24000,NC_000913.3,4052210,4076210,test,163,CHIN,WT_rep1,WT,1,CHIN_222
WT_rep1__pos_4052700_24000,NC_000913.3,4052700,4076700,test,164,CHIN,WT_rep1,WT,1,CHIN_223
WT_rep1__pos_4203460_24000,NC_000913.3,4203460,4227460,train,165,CHIN,WT_rep1,WT,1,CHIN_224
WT_rep1__pos_4209530_24000,NC_000913.3,4209530,4233530,train,166,CHIN,WT_rep1,WT,1,CHIN_225
WT_rep1__pos_4239440_24000,NC_000913.3,4239440,4263440,train,167,CHIN,WT_rep1,WT,1,CHIN_226
WT_rep1__pos_4248840_24000,NC_000913.3,4248840,4272840,train,168,CHIN,WT_rep1,WT,1,CHIN_227
WT_rep1__pos_4256770_24000,NC_000913.3,4256770,4280770,train,169,CHIN,WT_rep1,WT,1,CHIN_228
WT_rep1__pos_4270510_24000,NC_000913.3,4270510,4294510,train,170,CHIN,WT_rep1,WT,1,CHIN_229
WT_rep1__pos_4299440_24000,NC_000913.3,4299440,4323440,train,172,CHIN,WT_rep1,WT,1,CHIN_230
WT_rep1__pos_4325680_24000,NC_000913.3,4325680,4349680,train,173,CHIN,WT_rep1,WT,1,CHIN_231
WT_rep1__pos_4348290_24000,NC_000913.3,4348290,4372290,train,174,CHIN,WT_rep1,WT,1,CHIN_232
WT_rep1__pos_4372200_24000,NC_000913.3,4372200,4396200,train,175,CHIN,WT_rep1,WT,1,CHIN_233
WT_rep1__pos_4399230_24000,NC_000913.3,4399230,4423230,train,176,CHIN,WT_rep1,WT,1,CHIN_234
WT_rep1__pos_4415260_24000,NC_000913.3,4415260,4439260,train,177,CHIN,WT_rep1,WT,1,CHIN_235
WT_rep1__pos_4464270_24000,NC_000913.3,4464270,4488270,train,178,CHIN,WT_rep1,WT,1,CHIN_236
WT_rep1__pos_4468140_24000,NC_000913.3,4468140,4492140,train,179,CHIN,WT_rep1,WT,1,CHIN_237
WT_rep1__pos_4484440_24000,NC_000913.3,4484440,4508440,train,180,CHIN,WT_rep1,WT,1,CHIN_238
WT_rep1__pos_4492290_24000,NC_000913.3,4492290,4516290,train,181,CHIN,WT_rep1,WT,1,CHIN_239
WT_rep1__pos_4492570_24000,NC_000913.3,4492570,4516570,train,183,CHIN,WT_rep1,WT,1,CHIN_240
WT_rep1__pos_4513460_24000,NC_000913.3,4513460,4537460,train,184,CHIN,WT_rep1,WT,1,CHIN_241
WT_rep1__pos_4526600_24000,NC_000913.3,4526600,4550600,train,185,CHIN,WT_rep1,WT,1,CHIN_242
WT_rep1__pos_4528120_24000,NC_000913.3,4528120,4552120,train,186,CHIN,WT_rep1,WT,1,CHIN_243
WT_rep1__pos_4529500_24000,NC_000913.3,4529500,4553500,train,187,CHIN,WT_rep1,WT,1,CHIN_244
WT_rep1__pos_4533470_24000,NC_000913.3,4533470,4557470,train,188,CHIN,WT_rep1,WT,1,CHIN_245
WT_rep1__pos_4544010_24000,NC_000913.3,4544010,4568010,train,189,CHIN,WT_rep1,WT,1,CHIN_246
WT_rep1__pos_4566120_24000,NC_000913.3,4566120,4590120,train,190,CHIN,WT_rep1,WT,1,CHIN_247
WT_rep1__pos_4583370_24000,NC_000913.3,4583370,4607370,train,191,CHIN,WT_rep1,WT,1,CHIN_248
WT_rep1__pos_4591820_24000,NC_000913.3,4591820,4615820,train,192,CHIN,WT_rep1,WT,1,CHIN_249
WT_rep1__pos_4604940_24000,NC_000913.3,4604940,4628940,train,194,CHIN,WT_rep1,WT,1,CHIN_250
WT_rep1__pos_0141480_24000,NC_000913.3,141480,165480,test,0,CHID,WT_rep1,WT,1,CHID_1
WT_rep1__pos_0303420_24000,NC_000913.3,303420,327420,train,11,CHID,WT_rep1,WT,1,CHID_2
WT_rep1__pos_0553240_24000,NC_000913.3,553240,577240,val,19,CHID,WT_rep1,WT,1,CHID_3
WT_rep1__pos_0568050_24000,NC_000913.3,568050,592050,val,20,CHID,WT_rep1,WT,1,CHID_4
WT_rep1__pos_0862750_24000,NC_000913.3,862750,886750,train,21,CHID,WT_rep1,WT,1,CHID_5
WT_rep1__pos_1083100_24000,NC_000913.3,1083100,1107100,train,22,CHID,WT_rep1,WT,1,CHID_6
WT_rep1__pos_1202445_24000,NC_000913.3,1202445,1226445,train,23,CHID,WT_rep1,WT,1,CHID_7
WT_rep1__pos_1533070_24000,NC_000913.3,1533070,1557070,test,24,CHID,WT_rep1,WT,1,CHID_8
WT_rep1__pos_1576450_24000,NC_000913.3,1576450,1600450,test,25,CHID,WT_rep1,WT,1,CHID_9
WT_rep1__pos_1763015_24000,NC_000913.3,1763015,1787015,train,1,CHID,WT_rep1,WT,1,CHID_10
WT_rep1__pos_2094130_24000,NC_000913.3,2094130,2118130,val,2,CHID,WT_rep1,WT,1,CHID_11
WT_rep1__pos_2177805_24000,NC_000913.3,2177805,2201805,train,3,CHID,WT_rep1,WT,1,CHID_12
WT_rep1__pos_2373805_24000,NC_000913.3,2373805,2397805,val,4,CHID,WT_rep1,WT,1,CHID_13
WT_rep1__pos_2474470_24000,NC_000913.3,2474470,2498470,train,5,CHID,WT_rep1,WT,1,CHID_14
WT_rep1__pos_2747355_24000,NC_000913.3,2747355,2771355,train,6,CHID,WT_rep1,WT,1,CHID_15
WT_rep1__pos_2772710_24000,NC_000913.3,2772710,2796710,train,7,CHID,WT_rep1,WT,1,CHID_16
WT_rep1__pos_2980425_24000,NC_000913.3,2980425,3004425,train,8,CHID,WT_rep1,WT,1,CHID_17
WT_rep1__pos_3176275_24000,NC_000913.3,3176275,3200275,train,9,CHID,WT_rep1,WT,1,CHID_18
WT_rep1__pos_3621605_24000,NC_000913.3,3621605,3645605,train,10,CHID,WT_rep1,WT,1,CHID_19
WT_rep1__pos_3642840_24000,NC_000913.3,3642840,3666840,train,12,CHID,WT_rep1,WT,1,CHID_20
WT_rep1__pos_3755825_24000,NC_000913.3,3755825,3779825,train,13,CHID,WT_rep1,WT,1,CHID_21
WT_rep1__pos_3790635_24000,NC_000913.3,3790635,3814635,train,14,CHID,WT_rep1,WT,1,CHID_22
WT_rep1__pos_4051250_24000,NC_000913.3,4051250,4075250,test,15,CHID,WT_rep1,WT,1,CHID_23
WT_rep1__pos_4493535_24000,NC_000913.3,4493535,4517535,train,16,CHID,WT_rep1,WT,1,CHID_24
WT_rep1__pos_4528195_24000,NC_000913.3,4528195,4552195,train,17,CHID,WT_rep1,WT,1,CHID_25
WT_rep1__pos_4567115_24000,NC_000913.3,4567115,4591115,train,18,CHID,WT_rep1,WT,1,CHID_26
WT_rep2__pos_0042800_24000,NC_000913.3,42800,66800,test,276,OPCID,WT_rep2,WT,2,OPCID_1
WT_rep2__pos_0078545_24000,NC_000913.3,78545,102545,train,287,OPCID,WT_rep2,WT,2,OPCID_2
WT_rep2__pos_0095560_24000,NC_000913.3,95560,119560,train,298,OPCID,WT_rep2,WT,2,OPCID_3
WT_rep2__pos_0113680_24000,NC_000913.3,113680,137680,train,309,OPCID,WT_rep2,WT,2,OPCID_4
WT_rep2__pos_0171415_24000,NC_000913.3,171415,195415,test,320,OPCID,WT_rep2,WT,2,OPCID_5
WT_rep2__pos_0181340_24000,NC_000913.3,181340,205340,test,331,OPCID,WT_rep2,WT,2,OPCID_6
WT_rep2__pos_0184605_24000,NC_000913.3,184605,208605,test,341,OPCID,WT_rep2,WT,2,OPCID_7
WT_rep2__pos_0188610_24000,NC_000913.3,188610,212610,test,342,OPCID,WT_rep2,WT,2,OPCID_8
WT_rep2__pos_0234075_24000,NC_000913.3,234075,258075,train,343,OPCID,WT_rep2,WT,2,OPCID_9
WT_rep2__pos_0311245_24000,NC_000913.3,311245,335245,train,277,OPCID,WT_rep2,WT,2,OPCID_10
WT_rep2__pos_0422265_24000,NC_000913.3,422265,446265,train,278,OPCID,WT_rep2,WT,2,OPCID_11
WT_rep2__pos_0619360_24000,NC_000913.3,619360,643360,test,279,OPCID,WT_rep2,WT,2,OPCID_12
WT_rep2__pos_0692010_24000,NC_000913.3,692010,716010,val,280,OPCID,WT_rep2,WT,2,OPCID_13
WT_rep2__pos_0751935_24000,NC_000913.3,751935,775935,val,281,OPCID,WT_rep2,WT,2,OPCID_14
WT_rep2__pos_0760910_24000,NC_000913.3,760910,784910,val,282,OPCID,WT_rep2,WT,2,OPCID_15
WT_rep2__pos_0924550_24000,NC_000913.3,924550,948550,train,283,OPCID,WT_rep2,WT,2,OPCID_16
WT_rep2__pos_0940765_24000,NC_000913.3,940765,964765,train,284,OPCID,WT_rep2,WT,2,OPCID_17
WT_rep2__pos_0950835_24000,NC_000913.3,950835,974835,train,285,OPCID,WT_rep2,WT,2,OPCID_18
WT_rep2__pos_1130785_24000,NC_000913.3,1130785,1154785,train,286,OPCID,WT_rep2,WT,2,OPCID_19
WT_rep2__pos_1176635_24000,NC_000913.3,1176635,1200635,train,288,OPCID,WT_rep2,WT,2,OPCID_20
WT_rep2__pos_1213115_24000,NC_000913.3,1213115,1237115,train,289,OPCID,WT_rep2,WT,2,OPCID_21
WT_rep2__pos_1237435_24000,NC_000913.3,1237435,1261435,train,290,OPCID,WT_rep2,WT,2,OPCID_22
WT_rep2__pos_1291045_24000,NC_000913.3,1291045,1315045,val,291,OPCID,WT_rep2,WT,2,OPCID_23
WT_rep2__pos_1327875_24000,NC_000913.3,1327875,1351875,train,292,OPCID,WT_rep2,WT,2,OPCID_24
WT_rep2__pos_1341900_24000,NC_000913.3,1341900,1365900,train,293,OPCID,WT_rep2,WT,2,OPCID_25
WT_rep2__pos_1655485_24000,NC_000913.3,1655485,1679485,test,294,OPCID,WT_rep2,WT,2,OPCID_26
WT_rep2__pos_1688815_24000,NC_000913.3,1688815,1712815,test,295,OPCID,WT_rep2,WT,2,OPCID_27
WT_rep2__pos_1723455_24000,NC_000913.3,1723455,1747455,train,296,OPCID,WT_rep2,WT,2,OPCID_28
WT_rep2__pos_1732300_24000,NC_000913.3,1732300,1756300,train,297,OPCID,WT_rep2,WT,2,OPCID_29
WT_rep2__pos_1788875_24000,NC_000913.3,1788875,1812875,test,299,OPCID,WT_rep2,WT,2,OPCID_30
WT_rep2__pos_2131430_24000,NC_000913.3,2131430,2155430,val,300,OPCID,WT_rep2,WT,2,OPCID_31
WT_rep2__pos_2201470_24000,NC_000913.3,2201470,2225470,train,301,OPCID,WT_rep2,WT,2,OPCID_32
WT_rep2__pos_2249500_24000,NC_000913.3,2249500,2273500,train,302,OPCID,WT_rep2,WT,2,OPCID_33
WT_rep2__pos_2379205_24000,NC_000913.3,2379205,2403205,val,303,OPCID,WT_rep2,WT,2,OPCID_34
WT_rep2__pos_2383285_24000,NC_000913.3,2383285,2407285,val,304,OPCID,WT_rep2,WT,2,OPCID_35
WT_rep2__pos_2429140_24000,NC_000913.3,2429140,2453140,train,305,OPCID,WT_rep2,WT,2,OPCID_36
WT_rep2__pos_2518925_24000,NC_000913.3,2518925,2542925,train,306,OPCID,WT_rep2,WT,2,OPCID_37
WT_rep2__pos_2522700_24000,NC_000913.3,2522700,2546700,train,307,OPCID,WT_rep2,WT,2,OPCID_38
WT_rep2__pos_2531875_24000,NC_000913.3,2531875,2555875,train,308,OPCID,WT_rep2,WT,2,OPCID_39
WT_rep2__pos_2552415_24000,NC_000913.3,2552415,2576415,train,310,OPCID,WT_rep2,WT,2,OPCID_40
WT_rep2__pos_2628260_24000,NC_000913.3,2628260,2652260,train,311,OPCID,WT_rep2,WT,2,OPCID_41
WT_rep2__pos_2638405_24000,NC_000913.3,2638405,2662405,train,312,OPCID,WT_rep2,WT,2,OPCID_42
WT_rep2__pos_2650635_24000,NC_000913.3,2650635,2674635,train,313,OPCID,WT_rep2,WT,2,OPCID_43
WT_rep2__pos_2675760_24000,NC_000913.3,2675760,2699760,val,314,OPCID,WT_rep2,WT,2,OPCID_44
WT_rep2__pos_2697400_24000,NC_000913.3,2697400,2721400,val,315,OPCID,WT_rep2,WT,2,OPCID_45
WT_rep2__pos_2856480_24000,NC_000913.3,2856480,2880480,train,316,OPCID,WT_rep2,WT,2,OPCID_46
WT_rep2__pos_2907995_24000,NC_000913.3,2907995,2931995,train,317,OPCID,WT_rep2,WT,2,OPCID_47
WT_rep2__pos_2929115_24000,NC_000913.3,2929115,2953115,train,318,OPCID,WT_rep2,WT,2,OPCID_48
WT_rep2__pos_2954770_24000,NC_000913.3,2954770,2978770,train,319,OPCID,WT_rep2,WT,2,OPCID_49
WT_rep2__pos_3002260_24000,NC_000913.3,3002260,3026260,train,321,OPCID,WT_rep2,WT,2,OPCID_50
WT_rep2__pos_3029670_24000,NC_000913.3,3029670,3053670,train,322,OPCID,WT_rep2,WT,2,OPCID_51
WT_rep2__pos_3036625_24000,NC_000913.3,3036625,3060625,train,323,OPCID,WT_rep2,WT,2,OPCID_52
WT_rep2__pos_3262080_24000,NC_000913.3,3262080,3286080,train,324,OPCID,WT_rep2,WT,2,OPCID_53
WT_rep2__pos_3368450_24000,NC_000913.3,3368450,3392450,train,325,OPCID,WT_rep2,WT,2,OPCID_54
WT_rep2__pos_3432155_24000,NC_000913.3,3432155,3456155,train,326,OPCID,WT_rep2,WT,2,OPCID_55
WT_rep2__pos_3538190_24000,NC_000913.3,3538190,3562190,train,327,OPCID,WT_rep2,WT,2,OPCID_56
WT_rep2__pos_3542600_24000,NC_000913.3,3542600,3566600,train,328,OPCID,WT_rep2,WT,2,OPCID_57
WT_rep2__pos_3628905_24000,NC_000913.3,3628905,3652905,train,329,OPCID,WT_rep2,WT,2,OPCID_58
WT_rep2__pos_3725655_24000,NC_000913.3,3725655,3749655,train,330,OPCID,WT_rep2,WT,2,OPCID_59
WT_rep2__pos_3854740_24000,NC_000913.3,3854740,3878740,test,332,OPCID,WT_rep2,WT,2,OPCID_60
WT_rep2__pos_3907190_24000,NC_000913.3,3907190,3931190,val,333,OPCID,WT_rep2,WT,2,OPCID_61
WT_rep2__pos_3982520_24000,NC_000913.3,3982520,4006520,train,334,OPCID,WT_rep2,WT,2,OPCID_62
WT_rep2__pos_4009825_24000,NC_000913.3,4009825,4033825,train,335,OPCID,WT_rep2,WT,2,OPCID_63
WT_rep2__pos_4105900_24000,NC_000913.3,4105900,4129900,train,336,OPCID,WT_rep2,WT,2,OPCID_64
WT_rep2__pos_4244135_24000,NC_000913.3,4244135,4268135,train,337,OPCID,WT_rep2,WT,2,OPCID_65
WT_rep2__pos_4267295_24000,NC_000913.3,4267295,4291295,train,338,OPCID,WT_rep2,WT,2,OPCID_66
WT_rep2__pos_4472420_24000,NC_000913.3,4472420,4496420,train,339,OPCID,WT_rep2,WT,2,OPCID_67
WT_rep2__pos_4573100_24000,NC_000913.3,4573100,4597100,train,340,OPCID,WT_rep2,WT,2,OPCID_68
WT_rep2__pos_0046840_24000,NC_000913.3,46840,70840,test,26,CHIN,WT_rep2,WT,2,CHIN_1
WT_rep2__pos_0072660_24000,NC_000913.3,72660,96660,train,137,CHIN,WT_rep2,WT,2,CHIN_2
WT_rep2__pos_0139330_24000,NC_000913.3,139330,163330,test,199,CHIN,WT_rep2,WT,2,CHIN_3
WT_rep2__pos_0139800_24000,NC_000913.3,139800,163800,test,210,CHIN,WT_rep2,WT,2,CHIN_4
WT_rep2__pos_0140340_24000,NC_000913.3,140340,164340,test,221,CHIN,WT_rep2,WT,2,CHIN_5
WT_rep2__pos_0142620_24000,NC_000913.3,142620,166620,test,232,CHIN,WT_rep2,WT,2,CHIN_6
WT_rep2__pos_0144730_24000,NC_000913.3,144730,168730,test,243,CHIN,WT_rep2,WT,2,CHIN_7
WT_rep2__pos_0168380_24000,NC_000913.3,168380,192380,test,254,CHIN,WT_rep2,WT,2,CHIN_8
WT_rep2__pos_0225970_24000,NC_000913.3,225970,249970,train,265,CHIN,WT_rep2,WT,2,CHIN_9
WT_rep2__pos_0241060_24000,NC_000913.3,241060,265060,train,27,CHIN,WT_rep2,WT,2,CHIN_10
WT_rep2__pos_0244400_24000,NC_000913.3,244400,268400,train,38,CHIN,WT_rep2,WT,2,CHIN_11
WT_rep2__pos_0247590_24000,NC_000913.3,247590,271590,train,49,CHIN,WT_rep2,WT,2,CHIN_12
WT_rep2__pos_0250940_24000,NC_000913.3,250940,274940,train,60,CHIN,WT_rep2,WT,2,CHIN_13
WT_rep2__pos_0281940_24000,NC_000913.3,281940,305940,train,71,CHIN,WT_rep2,WT,2,CHIN_14
WT_rep2__pos_0283670_24000,NC_000913.3,283670,307670,train,82,CHIN,WT_rep2,WT,2,CHIN_15
WT_rep2__pos_0285230_24000,NC_000913.3,285230,309230,train,93,CHIN,WT_rep2,WT,2,CHIN_16
WT_rep2__pos_0291370_24000,NC_000913.3,291370,315370,train,104,CHIN,WT_rep2,WT,2,CHIN_17
WT_rep2__pos_0301510_24000,NC_000913.3,301510,325510,train,115,CHIN,WT_rep2,WT,2,CHIN_18
WT_rep2__pos_0307130_24000,NC_000913.3,307130,331130,train,126,CHIN,WT_rep2,WT,2,CHIN_19
WT_rep2__pos_0324060_24000,NC_000913.3,324060,348060,train,138,CHIN,WT_rep2,WT,2,CHIN_20
WT_rep2__pos_0332510_24000,NC_000913.3,332510,356510,train,149,CHIN,WT_rep2,WT,2,CHIN_21
WT_rep2__pos_0420280_24000,NC_000913.3,420280,444280,train,160,CHIN,WT_rep2,WT,2,CHIN_22
WT_rep2__pos_0468640_24000,NC_000913.3,468640,492640,train,171,CHIN,WT_rep2,WT,2,CHIN_23
WT_rep2__pos_0504310_24000,NC_000913.3,504310,528310,val,182,CHIN,WT_rep2,WT,2,CHIN_24
WT_rep2__pos_0516090_24000,NC_000913.3,516090,540090,val,193,CHIN,WT_rep2,WT,2,CHIN_25
WT_rep2__pos_0525030_24000,NC_000913.3,525030,549030,val,195,CHIN,WT_rep2,WT,2,CHIN_26
WT_rep2__pos_0526330_24000,NC_000913.3,526330,550330,val,196,CHIN,WT_rep2,WT,2,CHIN_27
WT_rep2__pos_0533940_24000,NC_000913.3,533940,557940,val,197,CHIN,WT_rep2,WT,2,CHIN_28
WT_rep2__pos_0547250_24000,NC_000913.3,547250,571250,val,198,CHIN,WT_rep2,WT,2,CHIN_29
WT_rep2__pos_0547700_24000,NC_000913.3,547700,571700,val,200,CHIN,WT_rep2,WT,2,CHIN_30
WT_rep2__pos_0551390_24000,NC_000913.3,551390,575390,val,201,CHIN,WT_rep2,WT,2,CHIN_31
WT_rep2__pos_0554470_24000,NC_000913.3,554470,578470,val,202,CHIN,WT_rep2,WT,2,CHIN_32
WT_rep2__pos_0557490_24000,NC_000913.3,557490,581490,val,203,CHIN,WT_rep2,WT,2,CHIN_33
WT_rep2__pos_0558950_24000,NC_000913.3,558950,582950,val,204,CHIN,WT_rep2,WT,2,CHIN_34
WT_rep2__pos_0559570_24000,NC_000913.3,559570,583570,val,205,CHIN,WT_rep2,WT,2,CHIN_35
WT_rep2__pos_0572340_24000,NC_000913.3,572340,596340,val,206,CHIN,WT_rep2,WT,2,CHIN_36
WT_rep2__pos_0606620_24000,NC_000913.3,606620,630620,test,207,CHIN,WT_rep2,WT,2,CHIN_37
WT_rep2__pos_0625220_24000,NC_000913.3,625220,649220,test,208,CHIN,WT_rep2,WT,2,CHIN_38
WT_rep2__pos_0644290_24000,NC_000913.3,644290,668290,test,209,CHIN,WT_rep2,WT,2,CHIN_39
WT_rep2__pos_0649540_24000,NC_000913.3,649540,673540,test,211,CHIN,WT_rep2,WT,2,CHIN_40
WT_rep2__pos_0664920_24000,NC_000913.3,664920,688920,test,212,CHIN,WT_rep2,WT,2,CHIN_41
WT_rep2__pos_0666270_24000,NC_000913.3,666270,690270,test,213,CHIN,WT_rep2,WT,2,CHIN_42
WT_rep2__pos_0704370_24000,NC_000913.3,704370,728370,val,214,CHIN,WT_rep2,WT,2,CHIN_43
WT_rep2__pos_0708720_24000,NC_000913.3,708720,732720,val,215,CHIN,WT_rep2,WT,2,CHIN_44
WT_rep2__pos_0722700_24000,NC_000913.3,722700,746700,val,216,CHIN,WT_rep2,WT,2,CHIN_45
WT_rep2__pos_0725380_24000,NC_000913.3,725380,749380,val,217,CHIN,WT_rep2,WT,2,CHIN_46
WT_rep2__pos_0736820_24000,NC_000913.3,736820,760820,val,218,CHIN,WT_rep2,WT,2,CHIN_47
WT_rep2__pos_0740470_24000,NC_000913.3,740470,764470,val,219,CHIN,WT_rep2,WT,2,CHIN_48
WT_rep2__pos_0789100_24000,NC_000913.3,789100,813100,train,220,CHIN,WT_rep2,WT,2,CHIN_49
WT_rep2__pos_0809020_24000,NC_000913.3,809020,833020,train,222,CHIN,WT_rep2,WT,2,CHIN_50
