ID,type,chrom,start,end,center,length_bp,source_sheet,source_row,source_chrom,source_start,source_end,source_center
CHIN_159,CHIN,NC_000913.3,2804290,2805810,2805050,1520,Supplementary Table 5,160,MG1655,2804290,2805810,2805050
CHIN_160,CHIN,NC_000913.3,2882580,2884780,2883680,2200,Supplementary Table 5,161,MG1655,2882580,2884780,2883680
CHIN_161,CHIN,NC_000913.3,2899270,2900870,2900070,1600,Supplementary Table 5,162,MG1655,2899270,2900870,2900070
CHIN_162,CHIN,NC_000913.3,2903620,2906340,2904980,2720,Supplementary Table 5,163,MG1655,2903620,2906340,2904980
CHIN_163,CHIN,NC_000913.3,2933470,2934890,2934180,1420,Supplementary Table 5,164,MG1655,2933470,2934890,2934180
CHIN_164,CHIN,NC_000913.3,2986330,2988010,2987170,1680,Supplementary Table 5,165,MG1655,2986330,2988010,2987170
CHIN_165,CHIN,NC_000913.3,2986330,2990830,2988580,4500,Supplementary Table 5,166,MG1655,2986330,2990830,2988580
CHIN_166,CHIN,NC_000913.3,2986330,2997430,2991880,11100,Supplementary Table 5,167,MG1655,2986330,2997430,2991880
CHIN_167,CHIN,NC_000913.3,2993620,2996420,2995020,2800,Supplementary Table 5,168,MG1655,2993620,2996420,2995020
CHIN_168,CHIN,NC_000913.3,2995130,2999070,2997100,3940,Supplementary Table 5,169,MG1655,2995130,2999070,2997100
CHIN_169,CHIN,NC_000913.3,3053730,3055230,3054480,1500,Supplementary Table 5,170,MG1655,3053730,3055230,3054480
CHIN_170,CHIN,NC_000913.3,3076900,3079440,3078170,2540,Supplementary Table 5,171,MG1655,3076900,3079440,3078170
CHIN_171,CHIN,NC_000913.3,3185610,3187830,3186720,2220,Supplementary Table 5,172,MG1655,3185610,3187830,3186720
CHIN_172,CHIN,NC_000913.3,3187520,3189020,3188270,1500,Supplementary Table 5,173,MG1655,3187520,3189020,3188270
CHIN_173,CHIN,NC_000913.3,3187520,3191480,3189500,3960,Supplementary Table 5,174,MG1655,3187520,3191480,3189500
CHIN_174,CHIN,NC_000913.3,3188660,3192060,3190360,3400,Supplementary Table 5,175,MG1655,3188660,3192060,3190360
CHIN_175,CHIN,NC_000913.3,3189930,3192250,3191090,2320,Supplementary Table 5,176,MG1655,3189930,3192250,3191090
CHIN_176,CHIN,NC_000913.3,3190810,3192830,3191820,2020,Supplementary Table 5,177,MG1655,3190810,3192830,3191820
CHIN_177,CHIN,NC_000913.3,3205500,3206720,3206110,1220,Supplementary Table 5,178,MG1655,3205500,3206720,3206110
CHIN_178,CHIN,NC_000913.3,3225680,3228200,3226940,2520,Supplementary Table 5,179,MG1655,3225680,3228200,3226940
CHIN_179,CHIN,NC_000913.3,3262150,3263750,3262950,1600,Supplementary Table 5,180,MG1655,3262150,3263750,3262950
CHIN_180,CHIN,NC_000913.3,3264890,3266490,3265690,1600,Supplementary Table 5,181,MG1655,3264890,3266490,3265690
CHIN_181,CHIN,NC_000913.3,3267680,3269860,3268770,2180,Supplementary Table 5,182,MG1655,3267680,3269860,3268770
CHIN_182,CHIN,NC_000913.3,3286970,3288890,3287930,1920,Supplementary Table 5,183,MG1655,3286970,3288890,3287930
CHIN_183,CHIN,NC_000913.3,3320530,3322310,3321420,1780,Supplementary Table 5,184,MG1655,3320530,3322310,3321420
CHIN_184,CHIN,NC_000913.3,3329880,3331180,3330530,1300,Supplementary Table 5,185,MG1655,3329880,3331180,3330530
CHIN_185,CHIN,NC_000913.3,3360590,3362710,3361650,2120,Supplementary Table 5,186,MG1655,3360590,3362710,3361650
CHIN_186,CHIN,NC_000913.3,3412610,3414130,3413370,1520,Supplementary Table 5,187,MG1655,3412610,3414130,3413370
CHIN_187,CHIN,NC_000913.3,3581640,3583480,3582560,1840,Supplementary Table 5,188,MG1655,3581640,3583480,3582560
CHIN_188,CHIN,NC_000913.3,3582640,3585100,3583870,2460,Supplementary Table 5,189,MG1655,3582640,3585100,3583870
CHIN_189,CHIN,NC_000913.3,3631380,3633920,3632650,2540,Supplementary Table 5,190,MG1655,3631380,3633920,3632650
CHIN_190,CHIN,NC_000913.3,3631380,3634760,3633070,3380,Supplementary Table 5,191,MG1655,3631380,3634760,3633070
CHIN_191,CHIN,NC_000913.3,3631380,3636320,3633850,4940,Supplementary Table 5,192,MG1655,3631380,3636320,3633850
CHIN_192,CHIN,NC_000913.3,3634410,3635870,3635140,1460,Supplementary Table 5,193,MG1655,3634410,3635870,3635140
CHIN_193,CHIN,NC_000913.3,3651080,3654040,3652560,2960,Supplementary Table 5,194,MG1655,3651080,3654040,3652560
CHIN_194,CHIN,NC_000913.3,3653170,3655470,3654320,2300,Supplementary Table 5,195,MG1655,3653170,3655470,3654320
CHIN_195,CHIN,NC_000913.3,3655000,3658720,3656860,3720,Supplementary Table 5,196,MG1655,3655000,3658720,3656860
CHIN_196,CHIN,NC_000913.3,3656690,3658770,3657730,2080,Supplementary Table 5,197,MG1655,3656690,3658770,3657730
CHIN_197,CHIN,NC_000913.3,3664320,3665980,3665150,1660,Supplementary Table 5,198,MG1655,3664320,3665980,3665150
CHIN_198,CHIN,NC_000913.3,3673940,3675060,3674500,1120,Supplementary Table 5,199,MG1655,3673940,3675060,3674500
CHIN_199,CHIN,NC_000913.3,3720060,3722320,3721190,2260,Supplementary Table 5,200,MG1655,3720060,3722320,3721190
CHIN_200,CHIN,NC_000913.3,3730830,3733310,3732070,2480,Supplementary Table 5,201,MG1655,3730830,3733310,3732070
CHIN_201,CHIN,NC_000913.3,3743830,3746470,3745150,2640,Supplementary Table 5,202,MG1655,3743830,3746470,3745150
CHIN_202,CHIN,NC_000913.3,3766010,3768530,3767270,2520,Supplementary Table 5,203,MG1655,3766010,3768530,3767270
CHIN_203,CHIN,NC_000913.3,3767450,3770090,3768770,2640,Supplementary Table 5,204,MG1655,3767450,3770090,3768770
CHIN_204,CHIN,NC_000913.3,3788920,3790480,3789700,1560,Supplementary Table 5,205,MG1655,3788920,3790480,3789700
CHIN_205,CHIN,NC_000913.3,3796820,3799260,3798040,2440,Supplementary Table 5,206,MG1655,3796820,3799260,3798040
CHIN_206,CHIN,NC_000913.3,3796820,3800060,3798440,3240,Supplementary Table 5,207,MG1655,3796820,3800060,3798440
CHIN_207,CHIN,NC_000913.3,3796820,3801260,3799040,4440,Supplementary Table 5,208,MG1655,3796820,3801260,3799040
CHIN_208,CHIN,NC_000913.3,3796820,3802940,3799880,6120,Supplementary Table 5,209,MG1655,3796820,3802940,3799880
CHIN_209,CHIN,NC_000913.3,3796820,3804000,3800410,7180,Supplementary Table 5,210,MG1655,3796820,3804000,3800410
CHIN_210,CHIN,NC_000913.3,3796820,3806500,3801660,9680,Supplementary Table 5,211,MG1655,3796820,3806500,3801660
CHIN_211,CHIN,NC_000913.3,3796820,3807720,3802270,10900,Supplementary Table 5,212,MG1655,3796820,3807720,3802270
CHIN_212,CHIN,NC_000913.3,3796820,3808240,3802530,11420,Supplementary Table 5,213,MG1655,3796820,3808240,3802530
CHIN_213,CHIN,NC_000913.3,3798700,3807820,3803260,9120,Supplementary Table 5,214,MG1655,3798700,3807820,3803260
CHIN_214,CHIN,NC_000913.3,3803270,3807830,3805550,4560,Supplementary Table 5,215,MG1655,3803270,3807830,3805550
CHIN_215,CHIN,NC_000913.3,3803910,3808030,3805970,4120,Supplementary Table 5,216,MG1655,3803910,3808030,3805970
CHIN_216,CHIN,NC_000913.3,3836700,3838100,3837400,1400,Supplementary Table 5,217,MG1655,3836700,3838100,3837400
CHIN_217,CHIN,NC_000913.3,3842940,3844140,3843540,1200,Supplementary Table 5,218,MG1655,3842940,3844140,3843540
CHIN_218,CHIN,NC_000913.3,3874630,3876290,3875460,1660,Supplementary Table 5,219,MG1655,3874630,3876290,3875460
CHIN_219,CHIN,NC_000913.3,3900640,3902720,3901680,2080,Supplementary Table 5,220,MG1655,3900640,3902720,3901680
CHIN_220,CHIN,NC_000913.3,3905540,3906960,3906250,1420,Supplementary Table 5,221,MG1655,3905540,3906960,3906250
CHIN_221,CHIN,NC_000913.3,4061600,4065400,4063500,3800,Supplementary Table 5,222,MG1655,4061600,4065400,4063500
CHIN_222,CHIN,NC_000913.3,4063250,4065170,4064210,1920,Supplementary Table 5,223,MG1655,4063250,4065170,4064210
CHIN_223,CHIN,NC_000913.3,4063900,4065500,4064700,1600,Supplementary Table 5,224,MG1655,4063900,4065500,4064700
CHIN_224,CHIN,NC_000913.3,4214840,4216080,4215460,1240,Supplementary Table 5,225,MG1655,4214840,4216080,4215460
CHIN_225,CHIN,NC_000913.3,4220330,4222730,4221530,2400,Supplementary Table 5,226,MG1655,4220330,4222730,4221530
CHIN_226,CHIN,NC_000913.3,4250240,4252640,4251440,2400,Supplementary Table 5,227,MG1655,4250240,4252640,4251440
CHIN_227,CHIN,NC_000913.3,4259950,4261730,4260840,1780,Supplementary Table 5,228,MG1655,4259950,4261730,4260840
CHIN_228,CHIN,NC_000913.3,4268140,4269400,4268770,1260,Supplementary Table 5,229,MG1655,4268140,4269400,4268770
CHIN_229,CHIN,NC_000913.3,4281710,4283310,4282510,1600,Supplementary Table 5,230,MG1655,4281710,4283310,4282510
CHIN_230,CHIN,NC_000913.3,4310500,4312380,4311440,1880,Supplementary Table 5,231,MG1655,4310500,4312380,4311440
CHIN_231,CHIN,NC_000913.3,4336710,4338650,4337680,1940,Supplementary Table 5,232,MG1655,4336710,4338650,4337680
CHIN_232,CHIN,NC_000913.3,4359540,4361040,4360290,1500,Supplementary Table 5,233,MG1655,4359540,4361040,4360290
CHIN_233,CHIN,NC_000913.3,4383690,4384710,4384200,1020,Supplementary Table 5,234,MG1655,4383690,4384710,4384200
CHIN_234,CHIN,NC_000913.3,4409780,4412680,4411230,2900,Supplementary Table 5,235,MG1655,4409780,4412680,4411230
CHIN_235,CHIN,NC_000913.3,4426690,4427830,4427260,1140,Supplementary Table 5,236,MG1655,4426690,4427830,4427260
CHIN_236,CHIN,NC_000913.3,4475240,4477300,4476270,2060,Supplementary Table 5,237,MG1655,4475240,4477300,4476270
CHIN_237,CHIN,NC_000913.3,4479470,4480810,4480140,1340,Supplementary Table 5,238,MG1655,4479470,4480810,4480140
CHIN_238,CHIN,NC_000913.3,4495410,4497470,4496440,2060,Supplementary Table 5,239,MG1655,4495410,4497470,4496440
CHIN_239,CHIN,NC_000913.3,4503670,4504910,4504290,1240,Supplementary Table 5,240,MG1655,4503670,4504910,4504290
CHIN_240,CHIN,NC_000913.3,4503670,4505470,4504570,1800,Supplementary Table 5,241,MG1655,4503670,4505470,4504570
CHIN_241,CHIN,NC_000913.3,4524820,4526100,4525460,1280,Supplementary Table 5,242,MG1655,4524820,4526100,4525460
CHIN_242,CHIN,NC_000913.3,4537470,4539730,4538600,2260,Supplementary Table 5,243,MG1655,4537470,4539730,4538600
CHIN_243,CHIN,NC_000913.3,4537470,4542770,4540120,5300,Supplementary Table 5,244,MG1655,4537470,4542770,4540120
CHIN_244,CHIN,NC_000913.3,4540460,4542540,4541500,2080,Supplementary Table 5,245,MG1655,4540460,4542540,4541500
CHIN_245,CHIN,NC_000913.3,4544360,4546580,4545470,2220,Supplementary Table 5,246,MG1655,4544360,4546580,4545470
CHIN_246,CHIN,NC_000913.3,4555270,4556750,4556010,1480,Supplementary Table 5,247,MG1655,4555270,4556750,4556010
CHIN_247,CHIN,NC_000913.3,4576950,4579290,4578120,2340,Supplementary Table 5,248,MG1655,4576950,4579290,4578120
CHIN_248,CHIN,NC_000913.3,4594330,4596410,4595370,2080,Supplementary Table 5,249,MG1655,4594330,4596410,4595370
CHIN_249,CHIN,NC_000913.3,4602820,4604820,4603820,2000,Supplementary Table 5,250,MG1655,4602820,4604820,4603820
CHIN_250,CHIN,NC_000913.3,4616400,4617480,4616940,1080,Supplementary Table 5,251,MG1655,4616400,4617480,4616940
CHID_1,CHID,NC_000913.3,149900,157060,153480,7160,Supplementary Table 6,2,MG1655,149900,157060,
CHID_2,CHID,NC_000913.3,310750,320090,315420,9340,Supplementary Table 6,3,MG1655,310750,320090,
CHID_3,CHID,NC_000913.3,558100,572380,565240,14280,Supplementary Table 6,4,MG1655,558100,572380,
CHID_4,CHID,NC_000913.3,574340,585760,580050,11420,Supplementary Table 6,5,MG1655,574340,585760,
CHID_5,CHID,NC_000913.3,872940,876560,874750,3620,Supplementary Table 6,6,MG1655,872940,876560,
CHID_6,CHID,NC_000913.3,1085960,1104240,1095100,18280,Supplementary Table 6,7,MG1655,1085960,1104240,
CHID_7,CHID,NC_000913.3,1207850,1221040,1214445,13190,Supplementary Table 6,8,MG1655,1207850,1221040,
CHID_8,CHID,NC_000913.3,1543310,1546830,1545070,3520,Supplementary Table 6,9,MG1655,1543310,1546830,
CHID_9,CHID,NC_000913.3,1586640,1590260,1588450,3620,Supplementary Table 6,10,MG1655,1586640,1590260,
CHID_10,CHID,NC_000913.3,1770410,1779620,1775015,9210,Supplementary Table 6,11,MG1655,1770410,1779620,
CHID_11,CHID,NC_000913.3,2101300,2110960,2106130,9660,Supplementary Table 6,12,MG1655,2101300,2110960,
CHID_12,CHID,NC_000913.3,2187180,2192430,2189805,5250,Supplementary Table 6,13,MG1655,2187180,2192430,
CHID_13,CHID,NC_000913.3,2382590,2389020,2385805,6430,Supplementary Table 6,14,MG1655,2382590,2389020,
CHID_14,CHID,NC_000913.3,2480590,2492350,2486470,11760,Supplementary Table 6,15,MG1655,2480590,2492350,
CHID_15,CHID,NC_000913.3,2757490,2761220,2759355,3730,Supplementary Table 6,16,MG1655,2757490,2761220,
CHID_16,CHID,NC_000913.3,2780610,2788810,2784710,8200,Supplementary Table 6,17,MG1655,2780610,2788810,
CHID_17,CHID,NC_000913.3,2986150,2998700,2992425,12550,Supplementary Table 6,18,MG1655,2986150,2998700,
CHID_18,CHID,NC_000913.3,3183500,3193050,3188275,9550,Supplementary Table 6,19,MG1655,3183500,3193050,
CHID_19,CHID,NC_000913.3,3631260,3635950,3633605,4690,Supplementary Table 6,20,MG1655,3631260,3635950,
CHID_20,CHID,NC_000913.3,3650910,3658770,3654840,7860,Supplementary Table 6,21,MG1655,3650910,3658770,
CHID_21,CHID,NC_000913.3,3765970,3769680,3767825,3710,Supplementary Table 6,22,MG1655,3765970,3769680,
CHID_22,CHID,NC_000913.3,3797060,3808210,3802635,11150,Supplementary Table 6,23,MG1655,3797060,3808210,
CHID_23,CHID,NC_000913.3,4061010,4065490,4063250,4480,Supplementary Table 6,24,MG1655,4061010,4065490,
CHID_24,CHID,NC_000913.3,4503590,4507480,4505535,3890,Supplementary Table 6,25,MG1655,4503590,4507480,
CHID_25,CHID,NC_000913.3,4533730,4546660,4540195,12930,Supplementary Table 6,26,MG1655,4533730,4546660,
CHID_26,CHID,NC_000913.3,4576950,4581280,4579115,4330,Supplementary Table 6,27,MG1655,4576950,4581280,
