position_id,structure_id,type,chrom,center,start,end,group_id,split,segments
pos_2243470_24000,CHIN_134,CHIN,NC_000913.3,2255470,2243470,2267470,group_0019,train,"[{""start"":2243470,""end"":2267470}]"
pos_2246650_24000,CHIN_135,CHIN,NC_000913.3,2258650,2246650,2270650,group_0019,train,"[{""start"":2246650,""end"":2270650}]"
pos_2332010_24000,CHIN_136,CHIN,NC_000913.3,2344010,2332010,2356010,group_0049,train,"[{""start"":2332010,""end"":2356010}]"
pos_2372140_24000,CHIN_137,CHIN,NC_000913.3,2384140,2372140,2396140,group_0020,val,"[{""start"":2372140,""end"":2396140}]"
pos_2374390_24000,CHIN_138,CHIN,NC_000913.3,2386390,2374390,2398390,group_0020,val,"[{""start"":2374390,""end"":2398390}]"
pos_2375300_24000,CHIN_139,CHIN,NC_000913.3,2387300,2375300,2399300,group_0020,val,"[{""start"":2375300,""end"":2399300}]"
pos_2443490_24000,CHIN_140,CHIN,NC_000913.3,2455490,2443490,2467490,group_0021,train,"[{""start"":2443490,""end"":2467490}]"
pos_2451480_24000,CHIN_141,CHIN,NC_000913.3,2463480,2451480,2475480,group_0021,train,"[{""start"":2451480,""end"":2475480}]"
pos_2470340_24000,CHIN_142,CHIN,NC_000913.3,2482340,2470340,2494340,group_0021,train,"[{""start"":2470340,""end"":2494340}]"
pos_2471880_24000,CHIN_143,CHIN,NC_000913.3,2483880,2471880,2495880,group_0021,train,"[{""start"":2471880,""end"":2495880}]"
pos_2472510_24000,CHIN_144,CHIN,NC_000913.3,2484510,2472510,2496510,group_0021,train,"[{""start"":2472510,""end"":2496510}]"
pos_2474740_24000,CHIN_145,CHIN,NC_000913.3,2486740,2474740,2498740,group_0021,train,"[{""start"":2474740,""end"":2498740}]"
pos_2477490_24000,CHIN_146,CHIN,NC_000913.3,2489490,2477490,2501490,group_0021,train,"[{""start"":2477490,""end"":2501490}]"
pos_2480890_24000,CHIN_147,CHIN,NC_000913.3,2492890,2480890,2504890,group_0021,train,"[{""start"":2480890,""end"":2504890}]"
pos_2617410_24000,CHIN_148,CHIN,NC_000913.3,2629410,2617410,2641410,group_0023,train,"[{""start"":2617410,""end"":2641410}]"
pos_2641750_24000,CHIN_149,CHIN,NC_000913.3,2653750,2641750,2665750,group_0023,train,"[{""start"":2641750,""end"":2665750}]"
pos_2688290_24000,CHIN_150,CHIN,NC_000913.3,2700290,2688290,2712290,group_0024,val,"[{""start"":2688290,""end"":2712290}]"
pos_2746590_24000,CHIN_151,CHIN,NC_000913.3,2758590,2746590,2770590,group_0050,train,"[{""start"":2746590,""end"":2770590}]"
pos_2747520_24000,CHIN_152,CHIN,NC_000913.3,2759520,2747520,2771520,group_0050,train,"[{""start"":2747520,""end"":2771520}]"
pos_2762270_24000,CHIN_153,CHIN,NC_000913.3,2774270,2762270,2786270,group_0050,train,"[{""start"":2762270,""end"":2786270}]"
pos_2771470_24000,CHIN_154,CHIN,NC_000913.3,2783470,2771470,2795470,group_0050,train,"[{""start"":2771470,""end"":2795470}]"
pos_2773360_24000,CHIN_155,CHIN,NC_000913.3,2785360,2773360,2797360,group_0050,train,"[{""start"":2773360,""end"":2797360}]"
pos_2774760_24000,CHIN_156,CHIN,NC_000913.3,2786760,2774760,2798760,group_0050,train,"[{""start"":2774760,""end"":2798760}]"
pos_2776030_24000,CHIN_157,CHIN,NC_000913.3,2788030,2776030,2800030,group_0050,train,"[{""start"":2776030,""end"":2800030}]"
pos_2786070_24000,CHIN_158,CHIN,NC_000913.3,2798070,2786070,2810070,group_0050,train,"[{""start"":2786070,""end"":2810070}]"
pos_2793050_24000,CHIN_159,CHIN,NC_000913.3,2805050,2793050,2817050,group_0050,train,"[{""start"":2793050,""end"":2817050}]"
pos_2871680_24000,CHIN_160,CHIN,NC_000913.3,2883680,2871680,2895680,group_0025,train,"[{""start"":2871680,""end"":2895680}]"
pos_2888070_24000,CHIN_161,CHIN,NC_000913.3,2900070,2888070,2912070,group_0025,train,"[{""start"":2888070,""end"":2912070}]"
pos_2892980_24000,CHIN_162,CHIN,NC_000913.3,2904980,2892980,2916980,group_0025,train,"[{""start"":2892980,""end"":2916980}]"
pos_2922180_24000,CHIN_163,CHIN,NC_000913.3,2934180,2922180,2946180,group_0025,train,"[{""start"":2922180,""end"":2946180}]"
pos_2975170_24000,CHIN_164,CHIN,NC_000913.3,2987170,2975170,2999170,group_0026,train,"[{""start"":2975170,""end"":2999170}]"
pos_2976580_24000,CHIN_165,CHIN,NC_000913.3,2988580,2976580,3000580,group_0026,train,"[{""start"":2976580,""end"":3000580}]"
pos_2979880_24000,CHIN_166,CHIN,NC_000913.3,2991880,2979880,3003880,group_0026,train,"[{""start"":2979880,""end"":3003880}]"
pos_2983020_24000,CHIN_167,CHIN,NC_000913.3,2995020,2983020,3007020,group_0026,train,"[{""start"":2983020,""end"":3007020}]"
pos_2985100_24000,CHIN_168,CHIN,NC_000913.3,2997100,2985100,3009100,group_0026,train,"[{""start"":2985100,""end"":3009100}]"
pos_3042480_24000,CHIN_169,CHIN,NC_000913.3,3054480,3042480,3066480,group_0027,train,"[{""start"":3042480,""end"":3066480}]"
pos_3066170_24000,CHIN_170,CHIN,NC_000913.3,3078170,3066170,3090170,group_0027,train,"[{""start"":3066170,""end"":3090170}]"
pos_3174720_24000,CHIN_171,CHIN,NC_000913.3,3186720,3174720,3198720,group_0051,train,"[{""start"":3174720,""end"":3198720}]"
pos_3176270_24000,CHIN_172,CHIN,NC_000913.3,3188270,3176270,3200270,group_0051,train,"[{""start"":3176270,""end"":3200270}]"
pos_3177500_24000,CHIN_173,CHIN,NC_000913.3,3189500,3177500,3201500,group_0051,train,"[{""start"":3177500,""end"":3201500}]"
pos_3178360_24000,CHIN_174,CHIN,NC_000913.3,3190360,3178360,3202360,group_0051,train,"[{""start"":3178360,""end"":3202360}]"
pos_3179090_24000,CHIN_175,CHIN,NC_000913.3,3191090,3179090,3203090,group_0051,train,"[{""start"":3179090,""end"":3203090}]"
pos_3179820_24000,CHIN_176,CHIN,NC_000913.3,3191820,3179820,3203820,group_0051,train,"[{""start"":3179820,""end"":3203820}]"
pos_3194110_24000,CHIN_177,CHIN,NC_000913.3,3206110,3194110,3218110,group_0051,train,"[{""start"":3194110,""end"":3218110}]"
pos_3214940_24000,CHIN_178,CHIN,NC_000913.3,3226940,3214940,3238940,group_0051,train,"[{""start"":3214940,""end"":3238940}]"
pos_3250950_24000,CHIN_179,CHIN,NC_000913.3,3262950,3250950,3274950,group_0028,train,"[{""start"":3250950,""end"":3274950}]"
pos_3253690_24000,CHIN_180,CHIN,NC_000913.3,3265690,3253690,3277690,group_0028,train,"[{""start"":3253690,""end"":3277690}]"
pos_3256770_24000,CHIN_181,CHIN,NC_000913.3,3268770,3256770,3280770,group_0028,train,"[{""start"":3256770,""end"":3280770}]"
pos_3275930_24000,CHIN_182,CHIN,NC_000913.3,3287930,3275930,3299930,group_0028,train,"[{""start"":3275930,""end"":3299930}]"
pos_3309420_24000,CHIN_183,CHIN,NC_000913.3,3321420,3309420,3333420,group_0052,train,"[{""start"":3309420,""end"":3333420}]"
pos_3318530_24000,CHIN_184,CHIN,NC_000913.3,3330530,3318530,3342530,group_0052,train,"[{""start"":3318530,""end"":3342530}]"
pos_3349650_24000,CHIN_185,CHIN,NC_000913.3,3361650,3349650,3373650,group_0029,train,"[{""start"":3349650,""end"":3373650}]"
pos_3401370_24000,CHIN_186,CHIN,NC_000913.3,3413370,3401370,3425370,group_0053,val,"[{""start"":3401370,""end"":3425370}]"
pos_3570560_24000,CHIN_187,CHIN,NC_000913.3,3582560,3570560,3594560,group_0054,train,"[{""start"":3570560,""end"":3594560}]"
pos_3571870_24000,CHIN_188,CHIN,NC_000913.3,3583870,3571870,3595870,group_0054,train,"[{""start"":3571870,""end"":3595870}]"
pos_3620650_24000,CHIN_189,CHIN,NC_000913.3,3632650,3620650,3644650,group_0032,train,"[{""start"":3620650,""end"":3644650}]"
pos_3621070_24000,CHIN_190,CHIN,NC_000913.3,3633070,3621070,3645070,group_0032,train,"[{""start"":3621070,""end"":3645070}]"
pos_3621850_24000,CHIN_191,CHIN,NC_000913.3,3633850,3621850,3645850,group_0032,train,"[{""start"":3621850,""end"":3645850}]"
pos_3623140_24000,CHIN_192,CHIN,NC_000913.3,3635140,3623140,3647140,group_0032,train,"[{""start"":3623140,""end"":3647140}]"
pos_3640560_24000,CHIN_193,CHIN,NC_000913.3,3652560,3640560,3664560,group_0032,train,"[{""start"":3640560,""end"":3664560}]"
pos_3642320_24000,CHIN_194,CHIN,NC_000913.3,3654320,3642320,3666320,group_0032,train,"[{""start"":3642320,""end"":3666320}]"
pos_3644860_24000,CHIN_195,CHIN,NC_000913.3,3656860,3644860,3668860,group_0032,train,"[{""start"":3644860,""end"":3668860}]"
pos_3645730_24000,CHIN_196,CHIN,NC_000913.3,3657730,3645730,3669730,group_0032,train,"[{""start"":3645730,""end"":3669730}]"
pos_3653150_24000,CHIN_197,CHIN,NC_000913.3,3665150,3653150,3677150,group_0032,train,"[{""start"":3653150,""end"":3677150}]"
pos_3662500_24000,CHIN_198,CHIN,NC_000913.3,3674500,3662500,3686500,group_0032,train,"[{""start"":3662500,""end"":3686500}]"
pos_3709190_24000,CHIN_199,CHIN,NC_000913.3,3721190,3709190,3733190,group_0033,train,"[{""start"":3709190,""end"":3733190}]"
pos_3720070_24000,CHIN_200,CHIN,NC_000913.3,3732070,3720070,3744070,group_0033,train,"[{""start"":3720070,""end"":3744070}]"
pos_3733150_24000,CHIN_201,CHIN,NC_000913.3,3745150,3733150,3757150,group_0033,train,"[{""start"":3733150,""end"":3757150}]"
pos_3755270_24000,CHIN_202,CHIN,NC_000913.3,3767270,3755270,3779270,group_0033,train,"[{""start"":3755270,""end"":3779270}]"
pos_3756770_24000,CHIN_203,CHIN,NC_000913.3,3768770,3756770,3780770,group_0033,train,"[{""start"":3756770,""end"":3780770}]"
pos_3777700_24000,CHIN_204,CHIN,NC_000913.3,3789700,3777700,3801700,group_0033,train,"[{""start"":3777700,""end"":3801700}]"
pos_3786040_24000,CHIN_205,CHIN,NC_000913.3,3798040,3786040,3810040,group_0033,train,"[{""start"":3786040,""end"":3810040}]"
pos_3786440_24000,CHIN_206,CHIN,NC_000913.3,3798440,3786440,3810440,group_0033,train,"[{""start"":3786440,""end"":3810440}]"
pos_3787040_24000,CHIN_207,CHIN,NC_000913.3,3799040,3787040,3811040,group_0033,train,"[{""start"":3787040,""end"":3811040}]"
pos_3787880_24000,CHIN_208,CHIN,NC_000913.3,3799880,3787880,3811880,group_0033,train,"[{""start"":3787880,""end"":3811880}]"
pos_3788410_24000,CHIN_209,CHIN,NC_000913.3,3800410,3788410,3812410,group_0033,train,"[{""start"":3788410,""end"":3812410}]"
pos_3789660_24000,CHIN_210,CHIN,NC_000913.3,3801660,3789660,3813660,group_0033,train,"[{""start"":3789660,""end"":3813660}]"
pos_3790270_24000,CHIN_211,CHIN,NC_000913.3,3802270,3790270,3814270,group_0033,train,"[{""start"":3790270,""end"":3814270}]"
pos_3790530_24000,CHIN_212,CHIN,NC_000913.3,3802530,3790530,3814530,group_0033,train,"[{""start"":3790530,""end"":3814530}]"
pos_3791260_24000,CHIN_213,CHIN,NC_000913.3,3803260,3791260,3815260,group_0033,train,"[{""start"":3791260,""end"":3815260}]"
pos_3793550_24000,CHIN_214,CHIN,NC_000913.3,3805550,3793550,3817550,group_0033,train,"[{""start"":3793550,""end"":3817550}]"
pos_3793970_24000,CHIN_215,CHIN,NC_000913.3,3805970,3793970,3817970,group_0033,train,"[{""start"":3793970,""end"":3817970}]"
pos_3825400_24000,CHIN_216,CHIN,NC_000913.3,3837400,3825400,3849400,group_0034,test,"[{""start"":3825400,""end"":3849400}]"
pos_3831540_24000,CHIN_217,CHIN,NC_000913.3,3843540,3831540,3855540,group_0034,test,"[{""start"":3831540,""end"":3855540}]"
pos_3863460_24000,CHIN_218,CHIN,NC_000913.3,3875460,3863460,3887460,group_0034,test,"[{""start"":3863460,""end"":3887460}]"
pos_3889680_24000,CHIN_219,CHIN,NC_000913.3,3901680,3889680,3913680,group_0035,val,"[{""start"":3889680,""end"":3913680}]"
pos_3894250_24000,CHIN_220,CHIN,NC_000913.3,3906250,3894250,3918250,group_0035,val,"[{""start"":3894250,""end"":3918250}]"
pos_4051500_24000,CHIN_221,CHIN,NC_000913.3,4063500,4051500,4075500,group_0055,test,"[{""start"":4051500,""end"":4075500}]"
pos_4052210_24000,CHIN_222,CHIN,NC_000913.3,4064210,4052210,4076210,group_0055,test,"[{""start"":4052210,""end"":4076210}]"
pos_4052700_24000,CHIN_223,CHIN,NC_000913.3,4064700,4052700,4076700,group_0055,test,"[{""start"":4052700,""end"":4076700}]"
pos_4203460_24000,CHIN_224,CHIN,NC_000913.3,4215460,4203460,4227460,group_0056,train,"[{""start"":4203460,""end"":4227460}]"
pos_4209530_24000,CHIN_225,CHIN,NC_000913.3,4221530,4209530,4233530,group_0056,train,"[{""start"":4209530,""end"":4233530}]"
pos_4239440_24000,CHIN_226,CHIN,NC_000913.3,4251440,4239440,4263440,group_0039,train,"[{""start"":4239440,""end"":4263440}]"
pos_4248840_24000,CHIN_227,CHIN,NC_000913.3,4260840,4248840,4272840,group_0039,train,"[{""start"":4248840,""end"":4272840}]"
pos_4256770_24000,CHIN_228,CHIN,NC_000913.3,4268770,4256770,4280770,group_0039,train,"[{""start"":4256770,""end"":4280770}]"
pos_4270510_24000,CHIN_229,CHIN,NC_000913.3,4282510,4270510,4294510,group_0039,train,"[{""start"":4270510,""end"":4294510}]"
pos_4299440_24000,CHIN_230,CHIN,NC_000913.3,4311440,4299440,4323440,group_0057,train,"[{""start"":4299440,""end"":4323440}]"
pos_4325680_24000,CHIN_231,CHIN,NC_000913.3,4337680,4325680,4349680,group_0058,train,"[{""start"":4325680,""end"":4349680}]"
pos_4348290_24000,CHIN_232,CHIN,NC_000913.3,4360290,4348290,4372290,group_0058,train,"[{""start"":4348290,""end"":4372290}]"
pos_4372200_24000,CHIN_233,CHIN,NC_000913.3,4384200,4372200,4396200,group_0058,train,"[{""start"":4372200,""end"":4396200}]"
pos_4399230_24000,CHIN_234,CHIN,NC_000913.3,4411230,4399230,4423230,group_0059,train,"[{""start"":4399230,""end"":4423230}]"
pos_4415260_24000,CHIN_235,CHIN,NC_000913.3,4427260,4415260,4439260,group_0059,train,"[{""start"":4415260,""end"":4439260}]"
pos_4464270_24000,CHIN_236,CHIN,NC_000913.3,4476270,4464270,4488270,group_0040,train,"[{""start"":4464270,""end"":4488270}]"
pos_4468140_24000,CHIN_237,CHIN,NC_000913.3,4480140,4468140,4492140,group_0040,train,"[{""start"":4468140,""end"":4492140}]"
pos_4484440_24000,CHIN_238,CHIN,NC_000913.3,4496440,4484440,4508440,group_0040,train,"[{""start"":4484440,""end"":4508440}]"
pos_4492290_24000,CHIN_239,CHIN,NC_000913.3,4504290,4492290,4516290,group_0040,train,"[{""start"":4492290,""end"":4516290}]"
pos_4492570_24000,CHIN_240,CHIN,NC_000913.3,4504570,4492570,4516570,group_0040,train,"[{""start"":4492570,""end"":4516570}]"
pos_4513460_24000,CHIN_241,CHIN,NC_000913.3,4525460,4513460,4537460,group_0040,train,"[{""start"":4513460,""end"":4537460}]"
pos_4526600_24000,CHIN_242,CHIN,NC_000913.3,4538600,4526600,4550600,group_0040,train,"[{""start"":4526600,""end"":4550600}]"
pos_4528120_24000,CHIN_243,CHIN,NC_000913.3,4540120,4528120,4552120,group_0040,train,"[{""start"":4528120,""end"":4552120}]"
pos_4529500_24000,CHIN_244,CHIN,NC_000913.3,4541500,4529500,4553500,group_0040,train,"[{""start"":4529500,""end"":4553500}]"
pos_4533470_24000,CHIN_245,CHIN,NC_000913.3,4545470,4533470,4557470,group_0040,train,"[{""start"":4533470,""end"":4557470}]"
pos_4544010_24000,CHIN_246,CHIN,NC_000913.3,4556010,4544010,4568010,group_0040,train,"[{""start"":4544010,""end"":4568010}]"
pos_4566120_24000,CHIN_247,CHIN,NC_000913.3,4578120,4566120,4590120,group_0040,train,"[{""start"":4566120,""end"":4590120}]"
pos_4583370_24000,CHIN_248,CHIN,NC_000913.3,4595370,4583370,4607370,group_0040,train,"[{""start"":4583370,""end"":4607370}]"
pos_4591820_24000,CHIN_249,CHIN,NC_000913.3,4603820,4591820,4615820,group_0040,train,"[{""start"":4591820,""end"":4615820}]"
pos_4604940_24000,CHIN_250,CHIN,NC_000913.3,4616940,4604940,4628940,group_0040,train,"[{""start"":4604940,""end"":4628940}]"
pos_0141480_24000,CHID_1,CHID,NC_000913.3,153480,141480,165480,group_0003,test,"[{""start"":141480,""end"":165480}]"
pos_0303420_24000,CHID_2,CHID,NC_000913.3,315420,303420,327420,group_0005,train,"[{""start"":303420,""end"":327420}]"
pos_0553240_24000,CHID_3,CHID,NC_000913.3,565240,553240,577240,group_0042,val,"[{""start"":553240,""end"":577240}]"
pos_0568050_24000,CHID_4,CHID,NC_000913.3,580050,568050,592050,group_0042,val,"[{""start"":568050,""end"":592050}]"
pos_0862750_24000,CHID_5,CHID,NC_000913.3,874750,862750,886750,group_0044,train,"[{""start"":862750,""end"":886750}]"
pos_1083100_24000,CHID_6,CHID,NC_000913.3,1095100,1083100,1107100,group_0010,train,"[{""start"":1083100,""end"":1107100}]"
pos_1202445_24000,CHID_7,CHID,NC_000913.3,1214445,1202445,1226445,group_0011,train,"[{""start"":1202445,""end"":1226445}]"
pos_1533070_24000,CHID_8,CHID,NC_000913.3,1545070,1533070,1557070,group_0014,test,"[{""start"":1533070,""end"":1557070}]"
pos_1576450_24000,CHID_9,CHID,NC_000913.3,1588450,1576450,1600450,group_0014,test,"[{""start"":1576450,""end"":1600450}]"
pos_1763015_24000,CHID_10,CHID,NC_000913.3,1775015,1763015,1787015,group_0016,train,"[{""start"":1763015,""end"":1787015}]"
pos_2094130_24000,CHID_11,CHID,NC_000913.3,2106130,2094130,2118130,group_0018,val,"[{""start"":2094130,""end"":2118130}]"
pos_2177805_24000,CHID_12,CHID,NC_000913.3,2189805,2177805,2201805,group_0019,train,"[{""start"":2177805,""end"":2201805}]"
pos_2373805_24000,CHID_13,CHID,NC_000913.3,2385805,2373805,2397805,group_0020,val,"[{""start"":2373805,""end"":2397805}]"
pos_2474470_24000,CHID_14,CHID,NC_000913.3,2486470,2474470,2498470,group_0021,train,"[{""start"":2474470,""end"":2498470}]"
pos_2747355_24000,CHID_15,CHID,NC_000913.3,2759355,2747355,2771355,group_0050,train,"[{""start"":2747355,""end"":2771355}]"
pos_2772710_24000,CHID_16,CHID,NC_000913.3,2784710,2772710,2796710,group_0050,train,"[{""start"":2772710,""end"":2796710}]"
pos_2980425_24000,CHID_17,CHID,NC_000913.3,2992425,2980425,3004425,group_0026,train,"[{""start"":2980425,""end"":3004425}]"
pos_3176275_24000,CHID_18,CHID,NC_000913.3,3188275,3176275,3200275,group_0051,train,"[{""start"":3176275,""end"":3200275}]"
pos_3621605_24000,CHID_19,CHID,NC_000913.3,3633605,3621605,3645605,group_0032,train,"[{""start"":3621605,""end"":3645605}]"
pos_3642840_24000,CHID_20,CHID,NC_000913.3,3654840,3642840,3666840,group_0032,train,"[{""start"":3642840,""end"":3666840}]"
pos_3755825_24000,CHID_21,CHID,NC_000913.3,3767825,3755825,3779825,group_0033,train,"[{""start"":3755825,""end"":3779825}]"
pos_3790635_24000,CHID_22,CHID,NC_000913.3,3802635,3790635,3814635,group_0033,train,"[{""start"":3790635,""end"":3814635}]"
pos_4051250_24000,CHID_23,CHID,NC_000913.3,4063250,4051250,4075250,group_0055,test,"[{""start"":4051250,""end"":4075250}]"
pos_4493535_24000,CHID_24,CHID,NC_000913.3,4505535,4493535,4517535,group_0040,train,"[{""start"":4493535,""end"":4517535}]"
pos_4528195_24000,CHID_25,CHID,NC_000913.3,4540195,4528195,4552195,group_0040,train,"[{""start"":4528195,""end"":4552195}]"
pos_4567115_24000,CHID_26,CHID,NC_000913.3,4579115,4567115,4591115,group_0040,train,"[{""start"":4567115,""end"":4591115}]"
pos_2828100_24000,,background,NC_000913.3,2840100,2828100,2852100,background_0001,train,"[{""start"":2828100,""end"":2852100}]"
pos_0453076_24000,,background,NC_000913.3,465076,453076,477076,group_0041,train,"[{""start"":453076,""end"":477076}]"
pos_0019831_24000,,background,NC_000913.3,31831,19831,43831,group_0001,test,"[{""start"":19831,""end"":43831}]"
pos_4181704_24000,,background,NC_000913.3,4193704,4181704,4205704,group_0056,train,"[{""start"":4181704,""end"":4205704}]"
pos_1925614_24000,,background,NC_000913.3,1937614,1925614,1949614,background_0005,train,"[{""start"":1925614,""end"":1949614}]"
pos_2714810_24000,,background,NC_000913.3,2726810,2714810,2738810,group_0024,val,"[{""start"":2714810,""end"":2738810}]"
pos_3943398_24000,,background,NC_000913.3,3955398,3943398,3967398,background_0007,train,"[{""start"":3943398,""end"":3967398}]"
pos_0839023_24000,,background,NC_000913.3,851023,839023,863023,group_0044,train,"[{""start"":839023,""end"":863023}]"
pos_0023008_24000,,background,NC_000913.3,35008,23008,47008,group_0001,test,"[{""start"":23008,""end"":47008}]"
pos_4130374_24000,,background,NC_000913.3,4142374,4130374,4154374,background_0010,train,"[{""start"":4130374,""end"":4154374}]"
pos_0841213_24000,,background,NC_000913.3,853213,841213,865213,group_0044,train,"[{""start"":841213,""end"":865213}]"
pos_0365780_24000,,background,NC_000913.3,377780,365780,389780,background_0012,train,"[{""start"":365780,""end"":389780}]"
pos_3695101_24000,,background,NC_000913.3,3707101,3695101,3719101,group_0033,train,"[{""start"":3695101,""end"":3719101}]"
pos_3481637_24000,,background,NC_000913.3,3493637,3481637,3505637,background_0014,train,"[{""start"":3481637,""end"":3505637}]"
pos_0402246_24000,,background,NC_000913.3,414246,402246,426246,group_0006,train,"[{""start"":402246,""end"":426246}]"
pos_2603106_24000,,background,NC_000913.3,2615106,2603106,2627106,group_0023,train,"[{""start"":2603106,""end"":2627106}]"
pos_4449857_24000,,background,NC_000913.3,4461857,4449857,4473857,group_0040,train,"[{""start"":4449857,""end"":4473857}]"
pos_3082872_24000,,background,NC_000913.3,3094872,3082872,3106872,group_0027,train,"[{""start"":3082872,""end"":3106872}]"
pos_4172469_24000,,background,NC_000913.3,4184469,4172469,4196469,group_0056,train,"[{""start"":4172469,""end"":4196469}]"
pos_2569962_24000,,background,NC_000913.3,2581962,2569962,2593962,group_0022,train,"[{""start"":2569962,""end"":2593962}]"
pos_1979100_24000,,background,NC_000913.3,1991100,1979100,2003100,group_0048,test,"[{""start"":1979100,""end"":2003100}]"
pos_1437508_24000,,background,NC_000913.3,1449508,1437508,1461508,background_0022,val,"[{""start"":1437508,""end"":1461508}]"
pos_1900471_24000,,background,NC_000913.3,1912471,1900471,1924471,background_0023,val,"[{""start"":1900471,""end"":1924471}]"
pos_2715838_24000,,background,NC_000913.3,2727838,2715838,2739838,group_0024,val,"[{""start"":2715838,""end"":2739838}]"
